iso_code,country,updated,confirmed,deaths
BOL,Bolivia,04/01/20,8,1
BOL,Bolivia,04/02/20,8,1
BOL,Bolivia,04/03/20,9,1
BOL,Bolivia,04/04/20,7,1
BOL,Bolivia,04/05/20,18,0
BOL,Bolivia,04/06/20,26,1
BOL,Bolivia,04/07/20,11,3
BOL,Bolivia,04/08/20,16,1
BOL,Bolivia,04/09/20,54,3
BOL,Bolivia,04/10/20,4,1
BOL,Bolivia,04/11/20,8,1
BOL,Bolivia,04/12/20,24,4
BOL,Bolivia,04/13/20,30,3
BOL,Bolivia,04/14/20,24,1
BOL,Bolivia,04/15/20,43,0
BOL,Bolivia,04/16/20,44,1
BOL,Bolivia,04/17/20,24,2
BOL,Bolivia,04/18/20,28,0
BOL,Bolivia,04/19/20,27,1
BOL,Bolivia,04/20/20,44,1
BOL,Bolivia,04/21/20,34,1
BOL,Bolivia,04/22/20,11,3
BOL,Bolivia,04/23/20,63,3
BOL,Bolivia,04/24/20,31,3
BOL,Bolivia,04/25/20,104,1
BOL,Bolivia,04/26/20,59,2
BRA,Brazil,04/01/20,1138,42
BRA,Brazil,04/02/20,1119,40
BRA,Brazil,04/03/20,1074,58
BRA,Brazil,04/04/20,1146,60
BRA,Brazil,04/05/20,1222,73
BRA,Brazil,04/06/20,852,54
BRA,Brazil,04/07/20,926,67
BRA,Brazil,04/08/20,1661,114
BRA,Brazil,04/09/20,2210,133
BRA,Brazil,04/10/20,1930,141
BRA,Brazil,04/11/20,1781,115
BRA,Brazil,04/12/20,1089,68
BRA,Brazil,04/13/20,1442,99
BRA,Brazil,04/14/20,1261,105
BRA,Brazil,04/15/20,1832,204
BRA,Brazil,04/16/20,3058,204
BRA,Brazil,04/17/20,2105,188
BRA,Brazil,04/18/20,3257,217
BRA,Brazil,04/19/20,2917,206
BRA,Brazil,04/20/20,2055,115
BRA,Brazil,04/21/20,1927,113
BRA,Brazil,04/22/20,2498,166
BRA,Brazil,04/23/20,2678,165
BRA,Brazil,04/24/20,3735,407
BRA,Brazil,04/25/20,3503,357
BRA,Brazil,04/26/20,5514,346
BRB,Barbados,04/01/20,0,0
BRB,Barbados,04/02/20,11,0
BRB,Barbados,04/03/20,0,0
BRB,Barbados,04/04/20,0,0
BRB,Barbados,04/05/20,6,0
BRB,Barbados,04/06/20,5,1
BRB,Barbados,04/07/20,4,1
BRB,Barbados,04/08/20,3,1
BRB,Barbados,04/09/20,0,0
BRB,Barbados,04/10/20,3,0
BRB,Barbados,04/11/20,1,1
BRB,Barbados,04/12/20,1,0
BRB,Barbados,04/13/20,3,0
BRB,Barbados,04/14/20,1,0
BRB,Barbados,04/15/20,1,1
BRB,Barbados,04/16/20,2,0
BRB,Barbados,04/17/20,0,0
BRB,Barbados,04/18/20,0,0
BRB,Barbados,04/19/20,0,0
BRB,Barbados,04/20/20,0,0
BRB,Barbados,04/21/20,0,0
BRB,Barbados,04/22/20,0,0
BRB,Barbados,04/23/20,1,1
BRB,Barbados,04/24/20,0,0
BRB,Barbados,04/25/20,0,0
BRB,Barbados,04/26/20,3,0
BRN,Brunei,04/01/20,2,0
BRN,Brunei,04/02/20,2,0
BRN,Brunei,04/03/20,2,0
BRN,Brunei,04/04/20,0,0
BRN,Brunei,04/05/20,2,0
BRN,Brunei,04/06/20,0,0
BRN,Brunei,04/07/20,0,0
BRN,Brunei,04/08/20,0,0
BRN,Brunei,04/09/20,0,0
BRN,Brunei,04/10/20,0,0
BRN,Brunei,04/11/20,1,0
BRN,Brunei,04/12/20,0,0
BRN,Brunei,04/13/20,0,0
BRN,Brunei,04/14/20,0,0
BRN,Brunei,04/15/20,0,0
BRN,Brunei,04/16/20,0,0
BRN,Brunei,04/17/20,0,0
BRN,Brunei,04/18/20,0,0
BRN,Brunei,04/19/20,1,0
BRN,Brunei,04/20/20,1,0
BRN,Brunei,04/21/20,0,0
BRN,Brunei,04/22/20,0,0
BRN,Brunei,04/23/20,0,0
BRN,Brunei,04/24/20,0,0
BRN,Brunei,04/25/20,0,0
BRN,Brunei,04/26/20,0,0
BTN,Bhutan,04/01/20,0,0
BTN,Bhutan,04/02/20,1,0
BTN,Bhutan,04/03/20,0,0
BTN,Bhutan,04/04/20,0,0
BTN,Bhutan,04/05/20,0,0
BTN,Bhutan,04/06/20,0,0
BTN,Bhutan,04/07/20,0,0
BTN,Bhutan,04/08/20,0,0
BTN,Bhutan,04/09/20,0,0
BTN,Bhutan,04/10/20,0,0
BTN,Bhutan,04/11/20,0,0
BTN,Bhutan,04/12/20,0,0
BTN,Bhutan,04/13/20,0,0
BTN,Bhutan,04/14/20,0,0
BTN,Bhutan,04/15/20,0,0
BTN,Bhutan,04/16/20,0,0
BTN,Bhutan,04/17/20,0,0
BTN,Bhutan,04/18/20,0,0
BTN,Bhutan,04/19/20,0,0
BTN,Bhutan,04/20/20,0,0
BTN,Bhutan,04/21/20,1,0
BTN,Bhutan,04/22/20,0,0
BTN,Bhutan,04/23/20,1,0
BTN,Bhutan,04/24/20,0,0
BTN,Bhutan,04/25/20,0,0
BTN,Bhutan,04/26/20,0,0
BWA,Botswana,04/01/20,3,0
BWA,Botswana,04/02/20,1,1
BWA,Botswana,04/03/20,0,0
BWA,Botswana,04/04/20,0,0
BWA,Botswana,04/05/20,0,0
BWA,Botswana,04/06/20,2,0
BWA,Botswana,04/07/20,0,0
BWA,Botswana,04/08/20,0,0
BWA,Botswana,04/09/20,1,0
BWA,Botswana,04/10/20,6,0
BWA,Botswana,04/11/20,0,0
BWA,Botswana,04/12/20,0,0
BWA,Botswana,04/13/20,0,0
BWA,Botswana,04/14/20,0,0
BWA,Botswana,04/15/20,0,0
BWA,Botswana,04/16/20,0,0
BWA,Botswana,04/17/20,2,0
BWA,Botswana,04/18/20,0,0
BWA,Botswana,04/19/20,0,0
BWA,Botswana,04/20/20,5,0
BWA,Botswana,04/21/20,0,0
BWA,Botswana,04/22/20,0,0
BWA,Botswana,04/23/20,2,0
BWA,Botswana,04/24/20,0,0
BWA,Botswana,04/25/20,0,0
BWA,Botswana,04/26/20,0,0
CAF,Central African Republic,04/01/20,0,0
CAF,Central African Republic,04/02/20,2,0
CAF,Central African Republic,04/03/20,0,0
CAF,Central African Republic,04/04/20,0,0
CAF,Central African Republic,04/05/20,1,0
CAF,Central African Republic,04/06/20,0,0
CAF,Central African Republic,04/07/20,0,0
CAF,Central African Republic,04/08/20,0,0
CAF,Central African Republic,04/09/20,1,0
CAF,Central African Republic,04/10/20,1,0
CAF,Central African Republic,04/11/20,0,0
CAF,Central African Republic,04/12/20,0,0
CAF,Central African Republic,04/13/20,0,0
CAF,Central African Republic,04/14/20,0,0
CAF,Central African Republic,04/15/20,0,0
CAF,Central African Republic,04/16/20,0,0
CAF,Central African Republic,04/17/20,1,0
CAF,Central African Republic,04/18/20,0,0
CAF,Central African Republic,04/19/20,0,0
CAF,Central African Republic,04/20/20,0,0
CAF,Central African Republic,04/21/20,0,0
CAF,Central African Republic,04/22/20,2,0
CAF,Central African Republic,04/23/20,2,0
CAF,Central African Republic,04/24/20,1,0
CAF,Central African Republic,04/25/20,2,0
CAF,Central African Republic,04/26/20,0,0
CAN,Canada,04/01/20,1112,7
CAN,Canada,04/02/20,1059,13
CAN,Canada,04/03/20,1673,29
CAN,Canada,04/04/20,1251,49
CAN,Canada,04/05/20,1363,44
CAN,Canada,04/06/20,1614,49
CAN,Canada,04/07/20,1157,43
CAN,Canada,04/08/20,1230,57
CAN,Canada,04/09/20,1391,55
CAN,Canada,04/10/20,1474,74
CAN,Canada,04/11/20,1385,60
CAN,Canada,04/12/20,1168,84
CAN,Canada,04/13/20,1064,64
CAN,Canada,04/14/20,1298,63
CAN,Canada,04/15/20,1383,123
CAN,Canada,04/16/20,1318,107
CAN,Canada,04/17/20,1717,183
CAN,Canada,04/18/20,1791,116
CAN,Canada,04/19/20,1469,158
CAN,Canada,04/20/20,1436,113
CAN,Canada,04/21/20,2046,110
CAN,Canada,04/22/20,1590,144
CAN,Canada,04/23/20,1766,140
CAN,Canada,04/24/20,1920,172
CAN,Canada,04/25/20,1778,156
CAN,Canada,04/26/20,1464,163
CHE,Switzerland,04/01/20,696,78
CHE,Switzerland,04/02/20,962,5
CHE,Switzerland,04/03/20,1124,54
CHE,Switzerland,04/04/20,1033,52
CHE,Switzerland,04/05/20,974,56
CHE,Switzerland,04/06/20,821,19
CHE,Switzerland,04/07/20,552,25
CHE,Switzerland,04/08/20,590,57
CHE,Switzerland,04/09/20,546,64
CHE,Switzerland,04/10/20,785,51
CHE,Switzerland,04/11/20,733,49
CHE,Switzerland,04/12/20,592,26
CHE,Switzerland,04/13/20,400,27
CHE,Switzerland,04/14/20,279,0
CHE,Switzerland,04/15/20,254,42
CHE,Switzerland,04/16/20,583,73
CHE,Switzerland,04/17/20,315,43
CHE,Switzerland,04/18/20,346,42
CHE,Switzerland,04/19/20,325,52
CHE,Switzerland,04/20/20,336,24
CHE,Switzerland,04/21/20,168,7
CHE,Switzerland,04/22/20,155,45
CHE,Switzerland,04/23/20,205,30
CHE,Switzerland,04/24/20,228,51
CHE,Switzerland,04/25/20,181,41
CHE,Switzerland,04/26/20,216,20
CHL,Chile,04/01/20,289,4
CHL,Chile,04/02/20,293,4
CHL,Chile,04/03/20,373,2
CHL,Chile,04/04/20,333,4
CHL,Chile,04/05/20,424,5
CHL,Chile,04/06/20,310,7
CHL,Chile,04/07/20,344,3
CHL,Chile,04/08/20,301,6
CHL,Chile,04/09/20,430,5
CHL,Chile,04/10/20,426,9
CHL,Chile,04/11/20,529,8
CHL,Chile,04/12/20,426,8
CHL,Chile,04/13/20,286,7
CHL,Chile,04/14/20,312,2
CHL,Chile,04/15/20,392,10
CHL,Chile,04/16/20,356,2
CHL,Chile,04/17/20,534,11
CHL,Chile,04/18/20,445,11
CHL,Chile,04/19/20,478,10
CHL,Chile,04/20/20,358,7
CHL,Chile,04/21/20,419,6
CHL,Chile,04/22/20,325,8
CHL,Chile,04/23/20,464,13
CHL,Chile,04/24/20,516,8
CHL,Chile,04/25/20,494,6
CHL,Chile,04/26/20,552,7
CHN,China,04/01/20,54,1
CHN,China,04/02/20,100,6
CHN,China,04/03/20,70,10
CHN,China,04/04/20,62,4
CHN,China,04/05/20,48,3
CHN,China,04/06/20,67,2
CHN,China,04/07/20,56,0
CHN,China,04/08/20,86,2
CHN,China,04/09/20,86,2
CHN,China,04/10/20,55,1
CHN,China,04/11/20,79,3
CHN,China,04/12/20,93,0
CHN,China,04/13/20,112,2
CHN,China,04/14/20,94,0
CHN,China,04/15/20,49,1
CHN,China,04/16/20,50,0
CHN,China,04/17/20,352,1290
CHN,China,04/18/20,31,0
CHN,China,04/19/20,18,0
CHN,China,04/20/20,14,0
CHN,China,04/21/20,32,0
CHN,China,04/22/20,15,0
CHN,China,04/23/20,12,0
CHN,China,04/24/20,8,0
CHN,China,04/25/20,15,0
CHN,China,04/26/20,10,0
CIV,Cote d'Ivoire,04/01/20,0,0
CIV,Cote d'Ivoire,04/02/20,22,0
CIV,Cote d'Ivoire,04/03/20,4,0
CIV,Cote d'Ivoire,04/04/20,24,0
CIV,Cote d'Ivoire,04/05/20,27,1
CIV,Cote d'Ivoire,04/06/20,16,1
CIV,Cote d'Ivoire,04/07/20,62,0
CIV,Cote d'Ivoire,04/08/20,26,0
CIV,Cote d'Ivoire,04/09/20,35,0
CIV,Cote d'Ivoire,04/10/20,60,0
CIV,Cote d'Ivoire,04/11/20,36,0
CIV,Cote d'Ivoire,04/12/20,53,1
CIV,Cote d'Ivoire,04/13/20,41,1
CIV,Cote d'Ivoire,04/14/20,52,1
CIV,Cote d'Ivoire,04/15/20,0,0
CIV,Cote d'Ivoire,04/16/20,28,0
CIV,Cote d'Ivoire,04/17/20,34,0
CIV,Cote d'Ivoire,04/18/20,54,0
CIV,Cote d'Ivoire,04/19/20,59,2
CIV,Cote d'Ivoire,04/20/20,46,1
CIV,Cote d'Ivoire,04/21/20,32,1
CIV,Cote d'Ivoire,04/22/20,37,3
CIV,Cote d'Ivoire,04/23/20,36,1
CIV,Cote d'Ivoire,04/24/20,52,0
CIV,Cote d'Ivoire,04/25/20,73,0
CIV,Cote d'Ivoire,04/26/20,34,0
CMR,Cameroon,04/01/20,51,4
CMR,Cameroon,04/02/20,40,0
CMR,Cameroon,04/03/20,38,1
CMR,Cameroon,04/04/20,238,1
CMR,Cameroon,04/05/20,46,1
CMR,Cameroon,04/06/20,95,0
CMR,Cameroon,04/07/20,8,0
CMR,Cameroon,04/08/20,27,0
CMR,Cameroon,04/09/20,45,1
CMR,Cameroon,04/10/20,0,0
CMR,Cameroon,04/11/20,73,0
CMR,Cameroon,04/12/20,17,1
CMR,Cameroon,04/13/20,0,1
CMR,Cameroon,04/14/20,0,0
CMR,Cameroon,04/15/20,35,5
CMR,Cameroon,04/16/20,0,0
CMR,Cameroon,04/17/20,0,4
CMR,Cameroon,04/18/20,161,0
CMR,Cameroon,04/19/20,0,0
CMR,Cameroon,04/20/20,0,21
CMR,Cameroon,04/21/20,1,0
CMR,Cameroon,04/22/20,146,0
CMR,Cameroon,04/23/20,0,1
CMR,Cameroon,04/24/20,238,6
CMR,Cameroon,04/25/20,2,0
CMR,Cameroon,04/26/20,115,4
COD,Democratic Republic of Congo,04/01/20,0,0
COD,Democratic Republic of Congo,04/02/20,25,3
COD,Democratic Republic of Congo,04/03/20,0,0
COD,Democratic Republic of Congo,04/04/20,11,2
COD,Democratic Republic of Congo,04/05/20,20,5
COD,Democratic Republic of Congo,04/06/20,0,0
COD,Democratic Republic of Congo,04/07/20,7,0
COD,Democratic Republic of Congo,04/08/20,19,0
COD,Democratic Republic of Congo,04/09/20,3,2
COD,Democratic Republic of Congo,04/10/20,32,0
COD,Democratic Republic of Congo,04/11/20,8,0
COD,Democratic Republic of Congo,04/12/20,11,0
COD,Democratic Republic of Congo,04/13/20,0,0
COD,Democratic Republic of Congo,04/14/20,1,0
COD,Democratic Republic of Congo,04/15/20,19,1
COD,Democratic Republic of Congo,04/16/20,13,1
COD,Democratic Republic of Congo,04/17/20,20,1
COD,Democratic Republic of Congo,04/18/20,20,2
COD,Democratic Republic of Congo,04/19/20,20,0
COD,Democratic Republic of Congo,04/20/20,5,0
COD,Democratic Republic of Congo,04/21/20,18,0
COD,Democratic Republic of Congo,04/22/20,9,0
COD,Democratic Republic of Congo,04/23/20,18,0
COD,Democratic Republic of Congo,04/24/20,17,0
COD,Democratic Republic of Congo,04/25/20,22,3
COD,Democratic Republic of Congo,04/26/20,26,0
COG,Congo,04/01/20,3,2
COG,Congo,04/02/20,0,0
COG,Congo,04/03/20,19,1
COG,Congo,04/04/20,0,0
COG,Congo,04/05/20,4,2
COG,Congo,04/06/20,0,0
COG,Congo,04/07/20,0,0
COG,Congo,04/08/20,0,0
COG,Congo,04/09/20,15,0
COG,Congo,04/10/20,0,0
COG,Congo,04/11/20,0,0
COG,Congo,04/12/20,0,0
COG,Congo,04/13/20,10,0
COG,Congo,04/14/20,0,0
COG,Congo,04/15/20,4,0
COG,Congo,04/16/20,43,0
COG,Congo,04/17/20,0,0
COG,Congo,04/18/20,26,1
COG,Congo,04/19/20,0,0
COG,Congo,04/20/20,17,0
COG,Congo,04/21/20,0,0
COG,Congo,04/22/20,5,0
COG,Congo,04/23/20,21,0
COG,Congo,04/24/20,0,0
COG,Congo,04/25/20,14,0
COG,Congo,04/26/20,0,2
COL,Colombia,04/01/20,108,2
COL,Colombia,04/02/20,159,1
COL,Colombia,04/03/20,96,2
COL,Colombia,04/04/20,106,6
COL,Colombia,04/05/20,139,7
COL,Colombia,04/06/20,79,3
COL,Colombia,04/07/20,94,11
COL,Colombia,04/08/20,201,4
COL,Colombia,04/09/20,274,5
COL,Colombia,04/10/20,169,14
COL,Colombia,04/11/20,250,11
COL,Colombia,04/12/20,236,20
COL,Colombia,04/13/20,67,9
COL,Colombia,04/14/20,76,3
COL,Colombia,04/15/20,127,15
COL,Colombia,04/16/20,126,4
COL,Colombia,04/17/20,128,13
COL,Colombia,04/18/20,206,9
COL,Colombia,04/19/20,182,13
COL,Colombia,04/20/20,171,13
COL,Colombia,04/21/20,185,10
COL,Colombia,04/22/20,172,7
COL,Colombia,04/23/20,207,10
COL,Colombia,04/24/20,205,9
COL,Colombia,04/25/20,320,10
COL,Colombia,04/26/20,261,8
CPV,Cape Verde,04/01/20,1,0
CPV,Cape Verde,04/02/20,0,0
CPV,Cape Verde,04/03/20,0,0
CPV,Cape Verde,04/04/20,0,0
CPV,Cape Verde,04/05/20,1,0
CPV,Cape Verde,04/06/20,0,0
CPV,Cape Verde,04/07/20,0,0
CPV,Cape Verde,04/08/20,0,0
CPV,Cape Verde,04/09/20,0,0
CPV,Cape Verde,04/10/20,0,0
CPV,Cape Verde,04/11/20,0,0
CPV,Cape Verde,04/12/20,1,0
CPV,Cape Verde,04/13/20,2,0
CPV,Cape Verde,04/14/20,0,0
CPV,Cape Verde,04/15/20,1,0
CPV,Cape Verde,04/16/20,44,0
CPV,Cape Verde,04/17/20,0,0
CPV,Cape Verde,04/18/20,1,0
CPV,Cape Verde,04/19/20,2,0
CPV,Cape Verde,04/20/20,3,0
CPV,Cape Verde,04/21/20,6,0
CPV,Cape Verde,04/22/20,0,0
CPV,Cape Verde,04/23/20,6,0
CPV,Cape Verde,04/24/20,9,0
CPV,Cape Verde,04/25/20,6,0
CPV,Cape Verde,04/26/20,2,0
CRI,Costa Rica,04/01/20,17,0
CRI,Costa Rica,04/02/20,28,0
CRI,Costa Rica,04/03/20,21,0
CRI,Costa Rica,04/04/20,20,0
CRI,Costa Rica,04/05/20,19,0
CRI,Costa Rica,04/06/20,19,0
CRI,Costa Rica,04/07/20,13,0
CRI,Costa Rica,04/08/20,16,0
CRI,Costa Rica,04/09/20,19,0
CRI,Costa Rica,04/10/20,37,1
CRI,Costa Rica,04/11/20,19,0
CRI,Costa Rica,04/12/20,19,0
CRI,Costa Rica,04/13/20,18,0
CRI,Costa Rica,04/14/20,17,0
CRI,Costa Rica,04/15/20,6,0
CRI,Costa Rica,04/16/20,8,1
CRI,Costa Rica,04/17/20,16,0
CRI,Costa Rica,04/18/20,7,0
CRI,Costa Rica,04/19/20,6,0
CRI,Costa Rica,04/20/20,5,0
CRI,Costa Rica,04/21/20,2,2
CRI,Costa Rica,04/22/20,7,0
CRI,Costa Rica,04/23/20,12,0
CRI,Costa Rica,04/24/20,6,0
CRI,Costa Rica,04/25/20,0,0
CRI,Costa Rica,04/26/20,6,0
CUB,Cuba,04/01/20,16,2
CUB,Cuba,04/02/20,26,0
CUB,Cuba,04/03/20,21,0
CUB,Cuba,04/04/20,36,0
CUB,Cuba,04/05/20,19,0
CUB,Cuba,04/06/20,32,2
CUB,Cuba,04/07/20,30,1
CUB,Cuba,04/08/20,46,2
CUB,Cuba,04/09/20,61,1
CUB,Cuba,04/10/20,58,3
CUB,Cuba,04/11/20,49,0
CUB,Cuba,04/12/20,56,1
CUB,Cuba,04/13/20,49,2
CUB,Cuba,04/14/20,57,3
CUB,Cuba,04/15/20,40,0
CUB,Cuba,04/16/20,48,3
CUB,Cuba,04/17/20,48,3
CUB,Cuba,04/18/20,61,4
CUB,Cuba,04/19/20,63,1
CUB,Cuba,04/20/20,49,2
CUB,Cuba,04/21/20,52,2
CUB,Cuba,04/22/20,50,2
CUB,Cuba,04/23/20,52,2
CUB,Cuba,04/24/20,46,3
CUB,Cuba,04/25/20,50,6
CUB,Cuba,04/26/20,52,2
CUW,Curacao,04/01/20,2,0
CUW,Curacao,04/02/20,0,0
CUW,Curacao,04/03/20,0,0
CUW,Curacao,04/04/20,0,0
CUW,Curacao,04/05/20,0,0
CUW,Curacao,04/06/20,0,0
CUW,Curacao,04/07/20,2,0
CUW,Curacao,04/08/20,0,0
CUW,Curacao,04/09/20,1,0
CUW,Curacao,04/10/20,0,0
CUW,Curacao,04/11/20,0,0
CUW,Curacao,04/12/20,0,0
CUW,Curacao,04/13/20,0,0
CUW,Curacao,04/14/20,0,0
CUW,Curacao,04/15/20,0,0
CUW,Curacao,04/16/20,0,0
CUW,Curacao,04/17/20,0,0
CUW,Curacao,04/18/20,0,0
CUW,Curacao,04/19/20,0,0
CUW,Curacao,04/20/20,0,0
CUW,Curacao,04/21/20,0,0
CUW,Curacao,04/22/20,0,0
CUW,Curacao,04/23/20,0,0
CUW,Curacao,04/24/20,0,0
CUW,Curacao,04/25/20,2,0
CUW,Curacao,04/26/20,0,0
CYM,Cayman Islands,04/01/20,2,0
CYM,Cayman Islands,04/02/20,8,0
CYM,Cayman Islands,04/03/20,6,0
CYM,Cayman Islands,04/04/20,1,0
CYM,Cayman Islands,04/05/20,6,0
CYM,Cayman Islands,04/06/20,4,0
CYM,Cayman Islands,04/07/20,0,0
CYM,Cayman Islands,04/08/20,6,0
CYM,Cayman Islands,04/09/20,0,0
CYM,Cayman Islands,04/10/20,0,0
CYM,Cayman Islands,04/11/20,0,0
CYM,Cayman Islands,04/12/20,8,0
CYM,Cayman Islands,04/13/20,0,0
CYM,Cayman Islands,04/14/20,0,0
CYM,Cayman Islands,04/15/20,1,0
CYM,Cayman Islands,04/16/20,6,0
CYM,Cayman Islands,04/17/20,1,0
CYM,Cayman Islands,04/18/20,0,0
CYM,Cayman Islands,04/19/20,0,0
CYM,Cayman Islands,04/20/20,0,0
CYM,Cayman Islands,04/21/20,5,0
CYM,Cayman Islands,04/22/20,0,0
CYM,Cayman Islands,04/23/20,0,0
CYM,Cayman Islands,04/24/20,0,0
CYM,Cayman Islands,04/25/20,0,0
CYM,Cayman Islands,04/26/20,4,0
CYP,Cyprus,04/01/20,32,1
CYP,Cyprus,04/02/20,58,1
CYP,Cyprus,04/03/20,36,0
CYP,Cyprus,04/04/20,40,2
CYP,Cyprus,04/05/20,30,0
CYP,Cyprus,04/06/20,20,3
CYP,Cyprus,04/07/20,19,0
CYP,Cyprus,04/08/20,29,0
CYP,Cyprus,04/09/20,32,0
CYP,Cyprus,04/10/20,38,1
CYP,Cyprus,04/11/20,31,0
CYP,Cyprus,04/12/20,21,0
CYP,Cyprus,04/13/20,17,1
CYP,Cyprus,04/14/20,29,1
CYP,Cyprus,04/15/20,33,0
CYP,Cyprus,04/16/20,20,0
CYP,Cyprus,04/17/20,20,0
CYP,Cyprus,04/18/20,0,0
CYP,Cyprus,04/19/20,26,0
CYP,Cyprus,04/20/20,6,0
CYP,Cyprus,04/21/20,5,0
CYP,Cyprus,04/22/20,12,0
CYP,Cyprus,04/23/20,6,0
CYP,Cyprus,04/24/20,5,0
CYP,Cyprus,04/25/20,9,0
CYP,Cyprus,04/26/20,6,0
CZE,Czech Republic,04/01/20,306,7
CZE,Czech Republic,04/02/20,281,8
CZE,Czech Republic,04/03/20,269,5
CZE,Czech Republic,04/04/20,332,9
CZE,Czech Republic,04/05/20,282,6
CZE,Czech Republic,04/06/20,115,8
CZE,Czech Republic,04/07/20,235,11
CZE,Czech Republic,04/08/20,195,10
CZE,Czech Republic,04/09/20,295,11
CZE,Czech Republic,04/10/20,257,13
CZE,Czech Republic,04/11/20,163,7
CZE,Czech Republic,04/12/20,170,10
CZE,Czech Republic,04/13/20,89,9
CZE,Czech Republic,04/14/20,68,5
CZE,Czech Republic,04/15/20,82,18
CZE,Czech Republic,04/16/20,162,5
CZE,Czech Republic,04/17/20,130,3
CZE,Czech Republic,04/18/20,116,4
CZE,Czech Republic,04/19/20,105,8
CZE,Czech Republic,04/20/20,133,7
CZE,Czech Republic,04/21/20,127,8
CZE,Czech Republic,04/22/20,127,5
CZE,Czech Republic,04/23/20,95,9
CZE,Czech Republic,04/24/20,52,3
CZE,Czech Republic,04/25/20,85,2
CZE,Czech Republic,04/26/20,79,3
DEU,Germany,04/01/20,5453,149
DEU,Germany,04/02/20,6156,140
DEU,Germany,04/03/20,6174,145
DEU,Germany,04/04/20,6082,141
DEU,Germany,04/05/20,5936,184
DEU,Germany,04/06/20,3677,92
DEU,Germany,04/07/20,3834,173
DEU,Germany,04/08/20,4003,254
DEU,Germany,04/09/20,4974,246
DEU,Germany,04/10/20,5323,266
DEU,Germany,04/11/20,4133,171
DEU,Germany,04/12/20,2821,129
DEU,Germany,04/13/20,2537,126
DEU,Germany,04/14/20,2082,170
DEU,Germany,04/15/20,2486,285
DEU,Germany,04/16/20,2866,315
DEU,Germany,04/17/20,3380,299
DEU,Germany,04/18/20,3609,242
DEU,Germany,04/19/20,2458,184
DEU,Germany,04/20/20,1775,110
DEU,Germany,04/21/20,1785,194
DEU,Germany,04/22/20,2237,281
DEU,Germany,04/23/20,2352,215
DEU,Germany,04/24/20,2337,227
DEU,Germany,04/25/20,2055,179
DEU,Germany,04/26/20,1737,140
DJI,Djibouti,04/01/20,5,0
DJI,Djibouti,04/02/20,3,0
DJI,Djibouti,04/03/20,7,0
DJI,Djibouti,04/04/20,0,0
DJI,Djibouti,04/05/20,10,0
DJI,Djibouti,04/06/20,8,0
DJI,Djibouti,04/07/20,31,0
DJI,Djibouti,04/08/20,31,0
DJI,Djibouti,04/09/20,14,0
DJI,Djibouti,04/10/20,5,1
DJI,Djibouti,04/11/20,10,0
DJI,Djibouti,04/12/20,37,1
DJI,Djibouti,04/13/20,27,0
DJI,Djibouti,04/14/20,84,0
DJI,Djibouti,04/15/20,65,0
DJI,Djibouti,04/16/20,72,0
DJI,Djibouti,04/17/20,156,0
DJI,Djibouti,04/18/20,141,0
DJI,Djibouti,04/19/20,0,0
DJI,Djibouti,04/20/20,114,0
DJI,Djibouti,04/21/20,0,0
DJI,Djibouti,04/22/20,99,0
DJI,Djibouti,04/23/20,29,0
DJI,Djibouti,04/24/20,12,0
DJI,Djibouti,04/25/20,13,0
DJI,Djibouti,04/26/20,9,0
DMA,Dominica,04/01/20,0,0
DMA,Dominica,04/02/20,1,0
DMA,Dominica,04/03/20,0,0
DMA,Dominica,04/04/20,2,0
DMA,Dominica,04/05/20,0,0
DMA,Dominica,04/06/20,0,0
DMA,Dominica,04/07/20,1,0
DMA,Dominica,04/08/20,0,0
DMA,Dominica,04/09/20,0,0
DMA,Dominica,04/10/20,1,0
DMA,Dominica,04/11/20,0,0
DMA,Dominica,04/12/20,0,0
DMA,Dominica,04/13/20,0,0
DMA,Dominica,04/14/20,0,0
DMA,Dominica,04/15/20,0,0
DMA,Dominica,04/16/20,0,0
DMA,Dominica,04/17/20,0,0
DMA,Dominica,04/18/20,0,0
DMA,Dominica,04/19/20,0,0
DMA,Dominica,04/20/20,0,0
DMA,Dominica,04/21/20,0,0
DMA,Dominica,04/22/20,0,0
DMA,Dominica,04/23/20,0,0
DMA,Dominica,04/24/20,0,0
DMA,Dominica,04/25/20,0,0
DMA,Dominica,04/26/20,0,0
DNK,Denmark,04/01/20,283,13
DNK,Denmark,04/02/20,247,14
DNK,Denmark,04/03/20,279,19
DNK,Denmark,04/04/20,371,16
DNK,Denmark,04/05/20,320,22
DNK,Denmark,04/06/20,292,18
DNK,Denmark,04/07/20,312,8
DNK,Denmark,04/08/20,390,16
DNK,Denmark,04/09/20,331,15
DNK,Denmark,04/10/20,233,19
DNK,Denmark,04/11/20,184,10
DNK,Denmark,04/12/20,177,13
DNK,Denmark,04/13/20,178,13
DNK,Denmark,04/14/20,144,12
DNK,Denmark,04/15/20,193,14
DNK,Denmark,04/16/20,170,10
DNK,Denmark,04/17/20,198,12
DNK,Denmark,04/18/20,194,15
DNK,Denmark,04/19/20,169,10
DNK,Denmark,04/20/20,142,9
DNK,Denmark,04/21/20,131,9
DNK,Denmark,04/22/20,180,6
DNK,Denmark,04/23/20,217,14
DNK,Denmark,04/24/20,161,10
DNK,Denmark,04/25/20,137,9
DNK,Denmark,04/26/20,235,15
DOM,Dominican Republic,04/01/20,208,9
DOM,Dominican Republic,04/02/20,175,6
